Ring	FRC	FRCSmoothed	Threshold
150	2.8984582424163818e-01	2.7793866395950317e-01	2.1744678914546967e-01
151	2.7644824981689453e-01	2.7145025134086609e-01	2.1783548593521118e-01
152	2.6767724752426147e-01	2.6548197865486145e-01	2.1749417483806610e-01
153	2.5823664665222168e-01	2.5987315177917480e-01	2.1698233485221863e-01
154	2.2683516144752502e-01	2.5491183996200562e-01	2.1716320514678955e-01
155	2.4042129516601562e-01	2.5021219253540039e-01	2.1680565178394318e-01
156	2.5825217366218567e-01	2.4546007812023163e-01	2.1659268438816071e-01
157	2.5046873092651367e-01	2.4069727957248688e-01	2.1652697026729584e-01
158	2.5521457195281982e-01	2.3610301315784454e-01	2.1619738638401031e-01
159	2.2997069358825684e-01	2.3164020478725433e-01	2.1615384519100189e-01
160	2.1567279100418091e-01	2.2661547362804413e-01	2.1687072515487671e-01
161	2.0931224524974823e-01	2.2180169820785522e-01	2.1619375050067902e-01
162	2.0435447990894318e-01	2.1858686208724976e-01	2.1488277614116669e-01
163	2.2175960242748260e-01	2.1750704944133759e-01	2.1584713459014893e-01
164	2.1139755845069885e-01	2.1806696057319641e-01	2.1608890593051910e-01
165	2.2068884968757629e-01	2.1781596541404724e-01	2.1555314958095551e-01
166	2.3171326518058777e-01	2.1550260484218597e-01	2.1528042852878571e-01
167	2.2548003494739532e-01	2.1148049831390381e-01	2.1497626602649689e-01
168	2.3074829578399658e-01	2.0658004283905029e-01	2.1594148874282837e-01
169	1.7695048451423645e-01	2.0140101015567780e-01	2.1472947299480438e-01
170	1.7909993231296539e-01	1.9593706727027893e-01	2.1424183249473572e-01
171	1.8281300365924835e-01	1.9020506739616394e-01	2.1501153707504272e-01
172	1.8935781717300415e-01	1.8452097475528717e-01	2.1441574394702911e-01
173	1.8204903602600098e-01	1.7909033596515656e-01	2.1490050852298737e-01
174	1.9651412963867188e-01	1.7435739934444427e-01	2.1430063247680664e-01
175	1.7301920056343079e-01	1.7039081454277039e-01	2.1408598124980927e-01
176	1.5681262314319611e-01	1.6661618649959564e-01	2.1492759883403778e-01
177	1.4008268713951111e-01	1.6284467279911041e-01	2.1462054550647736e-01
178	1.4195859432220459e-01	1.5950925648212433e-01	2.1314947307109833e-01
179	1.8224778771400452e-01	1.5702936053276062e-01	2.1330553293228149e-01
180	1.5544572472572327e-01	1.5620395541191101e-01	2.1486760675907135e-01
181	1.5219403803348541e-01	1.5649610757827759e-01	2.1554552018642426e-01
182	1.6731077432632446e-01	1.5707933902740479e-01	2.1639324724674225e-01
183	1.4442127943038940e-01	1.5734392404556274e-01	2.1652507781982422e-01
184	1.5412271022796631e-01	1.5701082348823547e-01	2.1613524854183197e-01
185	1.5327130258083344e-01	1.5629892051219940e-01	2.1721087396144867e-01
186	1.6463652253150940e-01	1.5520715713500977e-01	2.1651634573936462e-01
187	1.6731238365173340e-01	1.5414781868457794e-01	2.1670939028263092e-01
188	1.5587379038333893e-01	1.5381115674972534e-01	2.1765734255313873e-01
189	1.3514287769794464e-01	1.5412406623363495e-01	2.1775868535041809e-01
190	1.4957726001739502e-01	1.5359985828399658e-01	2.1806345880031586e-01
191	1.4920952916145325e-01	1.5118773281574249e-01	2.1698495745658875e-01
192	1.5077166259288788e-01	1.4868699014186859e-01	2.1805529296398163e-01
193	1.8382537364959717e-01	1.4764676988124847e-01	2.1860004961490631e-01
194	1.4746484160423279e-01	1.4778490364551544e-01	2.1816673874855042e-01
195	9.9176093935966492e-02	1.4762222766876221e-01	2.1842378377914429e-01
196	1.5138801932334900e-01	1.4643260836601257e-01	2.1823294460773468e-01
197	1.5466672182083130e-01	1.4493207633495331e-01	2.1886867284774780e-01
198	1.5168188512325287e-01	1.4431138336658478e-01	2.1843233704566956e-01
199	1.5083822607994080e-01	1.4432628452777863e-01	2.1838393807411194e-01
200	1.4253896474838257e-01	1.4274781942367554e-01	2.1923035383224487e-01
201	1.4046664535999298e-01	1.3885013759136200e-01	2.1887433528900146e-01
202	1.4892798662185669e-01	1.3482105731964111e-01	2.1863681077957153e-01
203	1.2284204363822937e-01	1.3156628608703613e-01	2.1902886033058167e-01
204	1.0931216180324554e-01	1.2914845347404480e-01	2.2027845680713654e-01
205	1.1911532282829285e-01	1.2786300480365753e-01	2.2004105150699615e-01
206	1.3906997442245483e-01	1.2778607010841370e-01	2.1912555396556854e-01
207	1.2113686650991440e-01	1.2891392409801483e-01	2.1853332221508026e-01
208	1.2831151485443115e-01	1.2996962666511536e-01	2.1912449598312378e-01
209	1.4542007446289062e-01	1.2898860871791840e-01	2.2029279172420502e-01
210	1.3400971889495850e-01	1.2615823745727539e-01	2.1993653476238251e-01
211	1.3936159014701843e-01	1.2327795475721359e-01	2.2026558220386505e-01
212	1.1637578904628754e-01	1.2054655700922012e-01	2.1937781572341919e-01
213	8.7796181440353394e-02	1.1630313843488693e-01	2.1999777853488922e-01
214	1.0218381136655807e-01	1.1081771552562714e-01	2.1990992128849030e-01
215	1.3137178122997284e-01	1.0578411072492599e-01	2.1932461857795715e-01
216	1.1734053492546082e-01	1.0207635909318924e-01	2.2068606317043304e-01
217	7.6960869133472443e-02	9.8882712423801422e-02	2.2026108205318451e-01
218	9.5200300216674805e-02	9.5210686326026917e-02	2.2070907056331635e-01
219	9.2253997921943665e-02	9.1322794556617737e-02	2.1974815428256989e-01
220	9.5948651432991028e-02	8.8819012045860291e-02	2.1943217515945435e-01
221	6.4215227961540222e-02	8.9100547134876251e-02	2.2097793221473694e-01
222	8.0804765224456787e-02	9.1136932373046875e-02	2.2104507684707642e-01
223	9.7723171114921570e-02	9.2944718897342682e-02	2.2065846621990204e-01
224	9.5747441053390503e-02	9.4178512692451477e-02	2.1991519629955292e-01
225	1.1086192727088928e-01	9.5374383032321930e-02	2.2042250633239746e-01
226	1.1308705806732178e-01	9.7121179103851318e-02	2.2087690234184265e-01
227	9.1208539903163910e-02	9.7764529287815094e-02	2.2060325741767883e-01
228	8.2992404699325562e-02	9.6216715872287750e-02	2.2028727829456329e-01
229	8.1178307533264160e-02	9.3017078936100006e-02	2.2063635289669037e-01
230	1.2368451058864594e-01	8.9462585747241974e-02	2.2117416560649872e-01
231	8.8084176182746887e-02	8.7846070528030396e-02	2.2053106129169464e-01
232	6.7961990833282471e-02	8.8314801454544067e-02	2.2093597054481506e-01
233	8.1982195377349854e-02	8.9116379618644714e-02	2.2099617123603821e-01
234	6.9795176386833191e-02	8.9527547359466553e-02	2.2136549651622772e-01
235	1.0478813201189041e-01	8.9638769626617432e-02	2.2152572870254517e-01
236	1.0923656076192856e-01	9.0729460120201111e-02	2.1991397440433502e-01
237	8.6596786975860596e-02	9.2373207211494446e-02	2.2063861787319183e-01
238	1.0841371119022369e-01	9.3911200761795044e-02	2.2146970033645630e-01
239	7.4177145957946777e-02	9.5550611615180969e-02	2.2091630101203918e-01
240	8.9294284582138062e-02	9.7202666103839874e-02	2.2100944817066193e-01
241	9.3227237462997437e-02	9.9122188985347748e-02	2.2124981880187988e-01
242	1.0342848300933838e-01	1.0093075782060623e-01	2.2203513979911804e-01
243	1.1745700240135193e-01	1.0263643413782120e-01	2.2096341848373413e-01
244	1.1634588986635208e-01	1.0387367010116577e-01	2.2069431841373444e-01
245	1.1151717603206635e-01	1.0363642126321793e-01	2.2172568738460541e-01
246	8.2652688026428223e-02	1.0190391540527344e-01	2.2164432704448700e-01
247	1.1553052067756653e-01	9.9935024976730347e-02	2.2134968638420105e-01
248	8.4821425378322601e-02	9.8533689975738525e-02	2.2084185481071472e-01
249	9.3237720429897308e-02	9.7220949828624725e-02	2.2124019265174866e-01
250	8.2035258412361145e-02	9.5477953553199768e-02	2.2154349088668823e-01
251	1.1685580760240555e-01	9.3669176101684570e-02	2.2153455018997192e-01
252	1.0962362587451935e-01	9.3122243881225586e-02	2.2155530750751495e-01
253	8.0179214477539062e-02	9.4360999763011932e-02	2.2133091092109680e-01
254	7.4244111776351929e-02	9.5357112586498260e-02	2.2183856368064880e-01
255	8.1284284591674805e-02	9.4698183238506317e-02	2.2153441607952118e-01
256	1.1299914121627808e-01	9.2445053160190582e-02	2.2131924331188202e-01
257	1.1663663387298584e-01	9.0828210115432739e-02	2.2179546952247620e-01
258	8.9982002973556519e-02	9.0974003076553345e-02	2.2199666500091553e-01
259	8.8433712720870972e-02	9.1577850282192230e-02	2.2175163030624390e-01
260	6.1013210564851761e-02	9.0674914419651031e-02	2.2119161486625671e-01
261	8.0317959189414978e-02	8.8146418333053589e-02	2.2119271755218506e-01
262	1.0251119732856750e-01	8.5885189473628998e-02	2.2215841710567474e-01
263	1.1133183538913727e-01	8.5324808955192566e-02	2.2271914780139923e-01
264	7.6361641287803650e-02	8.5860274732112885e-02	2.2147810459136963e-01
265	7.4826791882514954e-02	8.6493439972400665e-02	2.2104460000991821e-01
266	7.4511982500553131e-02	8.8056579232215881e-02	2.2180137038230896e-01
267	9.1503657400608063e-02	9.0096175670623779e-02	2.2231529653072357e-01
268	8.0969698727130890e-02	9.2276275157928467e-02	2.2184529900550842e-01
269	9.4255179166793823e-02	9.4680599868297577e-02	2.2173991799354553e-01
270	1.0178063064813614e-01	9.7379602491855621e-02	2.2252652049064636e-01
271	1.1033980548381805e-01	1.0040871798992157e-01	2.2190448641777039e-01
