Ring	FRC	FRCSmoothed	Threshold
106	5.5287814140319824e-01	5.6987583637237549e-01	2.2610300779342651e-01
107	5.7166564464569092e-01	5.6496679782867432e-01	2.2715470194816589e-01
108	5.6499749422073364e-01	5.5990499258041382e-01	2.2638066112995148e-01
109	5.4862606525421143e-01	5.5481165647506714e-01	2.2530235350131989e-01
110	5.6450241804122925e-01	5.4941439628601074e-01	2.2407357394695282e-01
111	5.4242861270904541e-01	5.4331713914871216e-01	2.2600212693214417e-01
112	5.3532624244689941e-01	5.3564232587814331e-01	2.2432295978069305e-01
113	5.2528011798858643e-01	5.2705246210098267e-01	2.2354207932949066e-01
114	5.2583289146423340e-01	5.1894146203994751e-01	2.2513467073440552e-01
115	5.1475524902343750e-01	5.1206767559051514e-01	2.2387357056140900e-01
116	4.8702478408813477e-01	5.0615298748016357e-01	2.2390905022621155e-01
117	4.8408073186874390e-01	4.9959903955459595e-01	2.2345925867557526e-01
118	5.0581276416778564e-01	4.9172168970108032e-01	2.2327269613742828e-01
119	5.0493198633193970e-01	4.8337838053703308e-01	2.2358696162700653e-01
120	4.8827150464057922e-01	4.7565242648124695e-01	2.2208535671234131e-01
121	4.5933473110198975e-01	4.6750259399414062e-01	2.2253446280956268e-01
122	4.4503188133239746e-01	4.5784306526184082e-01	2.2274069488048553e-01
123	4.3597763776779175e-01	4.4760441780090332e-01	2.2267550230026245e-01
124	4.5656922459602356e-01	4.3875470757484436e-01	2.2269973158836365e-01
125	4.1821348667144775e-01	4.3223738670349121e-01	2.2146341204643250e-01
126	4.1630738973617554e-01	4.2688822746276855e-01	2.2114865481853485e-01
127	4.2665803432464600e-01	4.2160853743553162e-01	2.2180125117301941e-01
128	4.1798710823059082e-01	4.1612389683723450e-01	2.2129707038402557e-01
129	4.2498397827148438e-01	4.1088938713073730e-01	2.2071276605129242e-01
130	3.9546298980712891e-01	4.0594595670700073e-01	2.2138090431690216e-01
131	4.0275788307189941e-01	4.0017998218536377e-01	2.2151309251785278e-01
132	3.9047697186470032e-01	3.9428463578224182e-01	2.2110576927661896e-01
133	3.9216700196266174e-01	3.8958933949470520e-01	2.1969014406204224e-01
134	3.8281184434890747e-01	3.8611266016960144e-01	2.1985934674739838e-01
135	3.6317646503448486e-01	3.8267019391059875e-01	2.2098691761493683e-01
136	3.8435691595077515e-01	3.7810570001602173e-01	2.1983318030834198e-01
137	3.9141440391540527e-01	3.7286168336868286e-01	2.1929147839546204e-01
138	3.8335913419723511e-01	3.6759710311889648e-01	2.1818023920059204e-01
139	3.5551106929779053e-01	3.6185133457183838e-01	2.1842062473297119e-01
140	3.4547805786132812e-01	3.5397747159004211e-01	2.2018358111381531e-01
141	3.4314158558845520e-01	3.4404733777046204e-01	2.1829731762409210e-01
142	3.4466576576232910e-01	3.3427485823631287e-01	2.1885141730308533e-01
143	3.3617183566093445e-01	3.2625651359558105e-01	2.1973431110382080e-01
144	2.9419556260108948e-01	3.1990173459053040e-01	2.1845479309558868e-01
145	3.0258661508560181e-01	3.1419765949249268e-01	2.1824835240840912e-01
146	3.1289294362068176e-01	3.0897554755210876e-01	2.1800117194652557e-01
147	3.0558890104293823e-01	3.0439290404319763e-01	2.1778714656829834e-01
148	3.0512303113937378e-01	3.0038562417030334e-01	2.1763151884078979e-01
149	2.9952538013458252e-01	2.9645249247550964e-01	2.1754853427410126e-01
150	3.0141764879226685e-01	2.9191094636917114e-01	2.1744678914546967e-01
151	2.8375649452209473e-01	2.8703230619430542e-01	2.1783548593521118e-01
152	2.7218016982078552e-01	2.8195810317993164e-01	2.1749417483806610e-01
153	2.7183842658996582e-01	2.7604255080223083e-01	2.1698233485221863e-01
154	2.7657759189605713e-01	2.6969546079635620e-01	2.1716320514678955e-01
155	2.7002805471420288e-01	2.6412725448608398e-01	2.1680565178394318e-01
156	2.6775163412094116e-01	2.5959083437919617e-01	2.1659268438816071e-01
157	2.3845279216766357e-01	2.5520032644271851e-01	2.1652697026729584e-01
158	2.3945593833923340e-01	2.5039571523666382e-01	2.1619738638401031e-01
159	2.5574800372123718e-01	2.4511857330799103e-01	2.1615384519100189e-01
160	2.4689379334449768e-01	2.4021090567111969e-01	2.1687072515487671e-01
161	2.3021852970123291e-01	2.3632106184959412e-01	2.1619375050067902e-01
162	2.4246975779533386e-01	2.3282511532306671e-01	2.1488277614116669e-01
163	2.1654550731182098e-01	2.2869800031185150e-01	2.1584713459014893e-01
164	2.1834301948547363e-01	2.2429402172565460e-01	2.1608890593051910e-01
165	2.3126500844955444e-01	2.2036045789718628e-01	2.1555314958095551e-01
166	2.1674509346485138e-01	2.1656313538551331e-01	2.1528042852878571e-01
167	2.0487675070762634e-01	2.1251390874385834e-01	2.1497626602649689e-01
168	2.1560671925544739e-01	2.0820154249668121e-01	2.1594148874282837e-01
169	2.1181860566139221e-01	2.0327025651931763e-01	2.1472947299480438e-01
170	1.9112095236778259e-01	1.9822970032691956e-01	2.1424183249473572e-01
171	1.9137045741081238e-01	1.9354063272476196e-01	2.1501153707504272e-01
172	1.9166392087936401e-01	1.8965336680412292e-01	2.1441574394702911e-01
173	1.7288333177566528e-01	1.8629200756549835e-01	2.1490050852298737e-01
174	1.8873755633831024e-01	1.8283425271511078e-01	2.1430063247680664e-01
175	1.6786578297615051e-01	1.7887112498283386e-01	2.1408598124980927e-01
176	1.9659551978111267e-01	1.7456060647964478e-01	2.1492759883403778e-01
177	1.8278838694095612e-01	1.7120358347892761e-01	2.1462054550647736e-01
178	1.5438166260719299e-01	1.6871875524520874e-01	2.1314947307109833e-01
179	1.5168678760528564e-01	1.6630353033542633e-01	2.1330553293228149e-01
180	1.4787337183952332e-01	1.6424213349819183e-01	2.1486760675907135e-01
181	1.7914202809333801e-01	1.6278414428234100e-01	2.1554552018642426e-01
182	1.6282179951667786e-01	1.6230955719947815e-01	2.1639324724674225e-01
183	1.5983930230140686e-01	1.6238275170326233e-01	2.1652507781982422e-01
184	1.7211666703224182e-01	1.6181616485118866e-01	2.1613524854183197e-01
185	1.6913081705570221e-01	1.6088126599788666e-01	2.1721087396144867e-01
186	1.4291983842849731e-01	1.6035626828670502e-01	2.1651634573936462e-01
187	1.6220964491367340e-01	1.6029968857765198e-01	2.1670939028263092e-01
188	1.4452694356441498e-01	1.5973857045173645e-01	2.1765734255313873e-01
189	1.6424220800399780e-01	1.5827441215515137e-01	2.1775868535041809e-01
190	1.7722602188587189e-01	1.5638571977615356e-01	2.1806345880031586e-01
191	1.6288793087005615e-01	1.5369687974452972e-01	2.1698495745658875e-01
192	1.4949628710746765e-01	1.4974802732467651e-01	2.1805529296398163e-01
193	1.4078184962272644e-01	1.4533084630966187e-01	2.1860004961490631e-01
194	1.4103558659553528e-01	1.4113435149192810e-01	2.1816673874855042e-01
195	1.2136095762252808e-01	1.3843615353107452e-01	2.1842378377914429e-01
196	1.2155376374721527e-01	1.3791167736053467e-01	2.1823294460773468e-01
197	1.4169605076313019e-01	1.3897445797920227e-01	2.1886867284774780e-01
198	1.4133827388286591e-01	1.4125511050224304e-01	2.1843233704566956e-01
199	1.4967384934425354e-01	1.4409300684928894e-01	2.1838393807411194e-01
200	1.5801751613616943e-01	1.4606629312038422e-01	2.1923035383224487e-01
201	1.4306175708770752e-01	1.4553466439247131e-01	2.1887433528900146e-01
202	1.5665102005004883e-01	1.4278684556484222e-01	2.1863681077957153e-01
203	1.5018257498741150e-01	1.3943795859813690e-01	2.1902886033058167e-01
204	1.3312904536724091e-01	1.3588230311870575e-01	2.2027845680713654e-01
205	1.0985396802425385e-01	1.3228572905063629e-01	2.2004105150699615e-01
206	1.1932504922151566e-01	1.2927167117595673e-01	2.1912555396556854e-01
207	1.4018850028514862e-01	1.2682317197322845e-01	2.1853332221508026e-01
208	1.2259337306022644e-01	1.2465880066156387e-01	2.1912449598312378e-01
209	1.1916555464267731e-01	1.2272399663925171e-01	2.2029279172420502e-01
210	1.3772037625312805e-01	1.1997790634632111e-01	2.1993653476238251e-01
211	1.3053575158119202e-01	1.1601126939058304e-01	2.2026558220386505e-01
212	8.6730502545833588e-02	1.1151839047670364e-01	2.1937781572341919e-01
213	1.1937442421913147e-01	1.0722055286169052e-01	2.1999777853488922e-01
214	9.0519011020660400e-02	1.0315769910812378e-01	2.1990992128849030e-01
215	9.4764031469821930e-02	9.9289521574974060e-02	2.1932461857795715e-01
216	9.6256271004676819e-02	9.5939777791500092e-02	2.2068606317043304e-01
217	9.8910443484783173e-02	9.2834681272506714e-02	2.2026108205318451e-01
218	9.8177820444107056e-02	8.9566573500633240e-02	2.2070907056331635e-01
219	8.6488559842109680e-02	8.6363323032855988e-02	2.1974815428256989e-01
220	7.8247703611850739e-02	8.2947984337806702e-02	2.1943217515945435e-01
221	7.1533694863319397e-02	7.9187437891960144e-02	2.2097793221473694e-01
222	8.1850588321685791e-02	7.5404293835163116e-02	2.2104507684707642e-01
223	6.3754171133041382e-02	7.1965456008911133e-02	2.2065846621990204e-01
224	7.7015049755573273e-02	6.9690614938735962e-02	2.1991519629955292e-01
225	6.3644483685493469e-02	6.8937800824642181e-02	2.2042250633239746e-01
226	6.8703487515449524e-02	6.9965153932571411e-02	2.2087690234184265e-01
227	4.8342153429985046e-02	7.2200149297714233e-02	2.2060325741767883e-01
228	7.8468978404998779e-02	7.4722781777381897e-02	2.2028727829456329e-01
229	7.3513969779014587e-02	7.7372901141643524e-02	2.2063635289669037e-01
230	1.0032939165830612e-01	7.9608805477619171e-02	2.2117416560649872e-01
231	9.5020465552806854e-02	8.0547973513603210e-02	2.2053106129169464e-01
232	6.9392830133438110e-02	8.0044232308864594e-02	2.2093597054481506e-01
233	9.7112618386745453e-02	7.8461721539497375e-02	2.2099617123603821e-01
234	6.9207340478897095e-02	7.6266348361968994e-02	2.2136549651622772e-01
235	5.3805258125066757e-02	7.2837524116039276e-02	2.2152572870254517e-01
236	6.6209420561790466e-02	6.8886838853359222e-02	2.1991397440433502e-01
237	8.4132842719554901e-02	6.5309658646583557e-02	2.2063861787319183e-01
238	7.7874891459941864e-02	6.2474325299263000e-02	2.2146970033645630e-01
239	3.8765154778957367e-02	6.1011560261249542e-02	2.2091630101203918e-01
240	5.1526509225368500e-02	6.0133308172225952e-02	2.2100944817066193e-01
241	6.0760956257581711e-02	5.9588670730590820e-02	2.2124981880187988e-01
242	4.7839075326919556e-02	6.0437832027673721e-02	2.2203513979911804e-01
243	6.4900070428848267e-02	6.3376672565937042e-02	2.2096341848373413e-01
244	6.6810496151447296e-02	6.7436799407005310e-02	2.2069431841373444e-01
245	7.2893664240837097e-02	7.1296177804470062e-02	2.2172568738460541e-01
246	7.8902974724769592e-02	7.4874438345432281e-02	2.2164432704448700e-01
247	8.7696030735969543e-02	7.8086115419864655e-02	2.2134968638420105e-01
248	7.4141733348369598e-02	8.0028623342514038e-02	2.2084185481071472e-01
249	8.4274567663669586e-02	8.0835051834583282e-02	2.2124019265174866e-01
250	8.2346513867378235e-02	8.0038189888000488e-02	2.2154349088668823e-01
251	9.3500375747680664e-02	7.7777400612831116e-02	2.2153455018997192e-01
252	6.1635404825210571e-02	7.4722945690155029e-02	2.2155530750751495e-01
253	9.3073397874832153e-02	7.1507133543491364e-02	2.2133091092109680e-01
254	5.3320251405239105e-02	6.8676710128784180e-02	2.2183856368064880e-01
255	5.7484425604343414e-02	6.6172055900096893e-02	2.2153441607952118e-01
256	5.8788582682609558e-02	6.4247243106365204e-02	2.2131924331188202e-01
257	5.7496063411235809e-02	6.3266433775424957e-02	2.2179546952247620e-01
258	7.7958315610885620e-02	6.3502043485641479e-02	2.2199666500091553e-01
259	5.7278789579868317e-02	6.5769053995609283e-02	2.2175163030624390e-01
260	6.4544908702373505e-02	6.8304821848869324e-02	2.2119161486625671e-01
261	6.7937299609184265e-02	7.0305570960044861e-02	2.2119271755218506e-01
262	6.4889110624790192e-02	7.2304151952266693e-02	2.2215841710567474e-01
263	1.0088197886943817e-01	7.3847070336341858e-02	2.2271914780139923e-01
264	6.5451286733150482e-02	7.4297919869422913e-02	2.2147810459136963e-01
265	6.7802019417285919e-02	7.3916174471378326e-02	2.2104460000991821e-01
266	9.7627460956573486e-02	7.3972374200820923e-02	2.2180137038230896e-01
267	7.2051577270030975e-02	7.4854649603366852e-02	2.2231529653072357e-01
268	3.5688117146492004e-02	7.5621597468852997e-02	2.2184529900550842e-01
269	8.0949954688549042e-02	7.6260238885879517e-02	2.2173991799354553e-01
270	8.2672327756881714e-02	7.6964803040027618e-02	2.2252652049064636e-01
271	8.9051298797130585e-02	7.7876642346382141e-02	2.2190448641777039e-01
